Rank,Title,Genre,Studio
25,JUJUTSU KAISEN,"['Action', 'Drama', 'Supernatural']",MAPPA
26,Black Clover,"['Action', 'Adventure', 'Comedy', 'Fantasy']",Studio Pierrot
27,Champignon Witch,"['Drama', 'Fantasy', 'Supernatural']","Qzil.la, TYPHOON GRAPHICS"
28,The Invisible Man and His Soon-to-Be Wife,"['Comedy', 'Romance', 'Supernatural']",project No.9
29,Attack on Titan,"['Action', 'Drama', 'Fantasy', 'Mystery']",WIT STUDIO
30,My Hero Academia: Vigilantes Season 2,"['Action', 'Adventure', 'Drama', 'Fantasy']",bones film
31,Tune In to the Midnight Heart,"['Comedy', 'Romance']",Gekkou
32,Journal with Witch,"['Drama', 'Slice of Life']",Shuka
33,The Apothecary Diaries Season 2,"['Drama', 'Mystery']","TOHO animation STUDIO, OLM"
34,Naruto,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Supernatural']",Studio Pierrot
35,The Apothecary Diaries,"['Drama', 'Mystery']","OLM, TOHO animation STUDIO"
36,Hell’s Paradise,"['Action', 'Adventure', 'Mystery', 'Supernatural']",MAPPA
37,Attack on Titan Final Season,"['Action', 'Drama', 'Fantasy', 'Mystery']",MAPPA
38,Death Note,"['Mystery', 'Psychological', 'Supernatural', 'Thriller']",MADHOUSE
39,BEASTARS Final Season Part 2,"['Drama', 'Mystery', 'Psychological', 'Slice of Life']",Orange
40,Chainsaw Man,"['Action', 'Drama', 'Horror', 'Supernatural']",MAPPA
41,The Fragrant Flower Blooms With Dignity,"['Comedy', 'Drama', 'Romance']",CloverWorks
42,Naruto: Shippuden,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Supernatural']",Studio Pierrot
43,Kunon the Sorcerer Can See,"['Action', 'Adventure', 'Fantasy']",Platinum Vision
44,MF GHOST Season 3,['Sports'],Felix Film
45,Fullmetal Alchemist: Brotherhood,"['Action', 'Adventure', 'Drama', 'Fantasy']",bones
46,Vinland Saga,"['Action', 'Adventure', 'Drama']",WIT STUDIO
47,A Silent Voice,"['Drama', 'Romance', 'Slice of Life']",Kyoto Animation
48,Chainsaw Man – The Movie: Reze Arc,"['Action', 'Drama', 'Horror', 'Romance', 'Supernatural']",MAPPA
49,DAN DA DAN,"['Action', 'Comedy', 'Drama', 'Romance', 'Sci-Fi', 'Supernatural']",Science SARU
50,Dr. STONE,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",TMS Entertainment
Rank,Title,Genre,Studio
1,Frieren: Beyond Journey’s End Season 2,"['Adventure', 'Drama', 'Fantasy']",MADHOUSE
2,Fate/strange Fake,"['Action', 'Adventure', 'Fantasy', 'Mystery', 'Supernatural']",A-1 Pictures
3,JUJUTSU KAISEN Season 3: The Culling Game Part 1,"['Action', 'Drama', 'Supernatural']",MAPPA
4,Sentenced to Be a Hero,"['Action', 'Comedy', 'Drama', 'Fantasy']",Studio KAI
5,Reincarnated as a Dragon Hatchling,"['Action', 'Adventure', 'Fantasy']","GA-CREW, Felix Film"
6,Fire Force Season 3 Part 2,"['Action', 'Drama', 'Sci-Fi', 'Supernatural']",David Production
7,Medalist Season 2,"['Drama', 'Psychological', 'Sports']",ENGI
8,GNOSIA,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",domerica
9,To Your Eternity Season 3,"['Adventure', 'Drama', 'Fantasy', 'Psychological', 'Supernatural']","Drive, Studio Massket"
10,ONE PIECE,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy']",Toei Animation
11,【OSHI NO KO】Season 3,"['Drama', 'Mystery', 'Psychological', 'Supernatural']",Doga Kobo
12,HELL MODE: The Hardcore Gamer Dominates in Another World with Garbage Balancing,"['Action', 'Adventure', 'Fantasy']",Yokohama Animation Lab
13,Hell’s Paradise Season 2,"['Action', 'Adventure', 'Mystery', 'Supernatural']",MAPPA
14,Boku no Kokoro no Yabai Yatsu 3rd Season,"['Comedy', 'Romance', 'Slice of Life']",
15,TRIGUN STARGAZE,"['Action', 'Comedy', 'Drama', 'Sci-Fi']",Orange
16,Tojima Wants to Be a Kamen Rider,"['Action', 'Comedy']",LIDENFILMS
17,Dead Account,"['Action', 'Supernatural']",SynergySP
18,Scum of the Brave,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Sci-Fi']",OLM
19,"Jack-of-All-Trades, Party of None","['Action', 'Adventure', 'Fantasy']",animation studio42
20,Chained Soldier Season 2,"['Action', 'Adventure', 'Drama', 'Ecchi', 'Fantasy', 'Romance']","Passione, Hayabusa Film"
21,You and I Are Polar Opposites,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",Lapin Track
22,A Misanthrope Teaches a Class for Demi-Humans,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Slice of Life']",Asread
23,Frieren: Beyond Journey’s End,"['Adventure', 'Drama', 'Fantasy']",MADHOUSE
24,Gachiakuta,"['Action', 'Drama', 'Fantasy']",bones film
25,SHIBOYUGI: Playing Death Games to Put Food on the Table,"['Action', 'Drama', 'Mystery', 'Thriller']",Studio DEEN
26,Bleach,"['Action', 'Adventure', 'Supernatural']",Studio Pierrot
27,Tamon's B-Side,"['Comedy', 'Romance']",J.C.STAFF
28,Hunter x Hunter (2011),"['Action', 'Adventure', 'Fantasy']",MADHOUSE
29,Easygoing Territory Defense by the Optimistic Lord,"['Adventure', 'Fantasy']",NAZ
30,JUJUTSU KAISEN,"['Action', 'Drama', 'Supernatural']",MAPPA
31,JUJUTSU KAISEN Season 2,"['Action', 'Drama', 'Supernatural']",MAPPA
32,Attack on Titan,"['Action', 'Drama', 'Fantasy', 'Mystery']",WIT STUDIO
33,Black Clover,"['Action', 'Adventure', 'Comedy', 'Fantasy']",Studio Pierrot
34,My Hero Academia: Vigilantes Season 2,"['Action', 'Adventure', 'Drama', 'Fantasy']",bones film
35,Demon Slayer: Kimetsu no Yaiba,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Supernatural']",ufotable
36,"There was a Cute Girl in the Hero’s Party, so I Tried Confessing to Her","['Adventure', 'Comedy', 'Fantasy', 'Romance']",Gekkou
37,Naruto: Shippuden,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Supernatural']",Studio Pierrot
38,Death Note,"['Mystery', 'Psychological', 'Supernatural', 'Thriller']",MADHOUSE
39,Chainsaw Man,"['Action', 'Drama', 'Horror', 'Supernatural']",MAPPA
40,The Invisible Man and His Soon-to-Be Wife,"['Comedy', 'Romance', 'Supernatural']",project No.9
41,The Apothecary Diaries,"['Drama', 'Mystery']","OLM, TOHO animation STUDIO"
42,Re:ZERO -Starting Life in Another World-,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Psychological', 'Romance', 'Thriller']",WHITE FOX
43,My Hero Academia,"['Action', 'Adventure', 'Comedy']",bones
44,ROLL OVER AND DIE: I Will Fight for an Ordinary Life with My Love and Cursed Sword!,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Horror']",A.C.G.T.
45,Chainsaw Man – The Movie: Reze Arc,"['Action', 'Drama', 'Horror', 'Romance', 'Supernatural']",MAPPA
46,Fullmetal Alchemist: Brotherhood,"['Action', 'Adventure', 'Drama', 'Fantasy']",bones
47,BEASTARS Final Season Part 2,"['Drama', 'Mystery', 'Psychological', 'Slice of Life']",Orange
48,Journal with Witch,"['Drama', 'Slice of Life']",Shuka
49,The Apothecary Diaries Season 2,"['Drama', 'Mystery']","TOHO animation STUDIO, OLM"
50,Tune In to the Midnight Heart,"['Comedy', 'Romance']",Gekkou
